nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm1185617,Louise Mardenborough,\N,\N,actress,"tt0271445,tt1173494,tt1100053,tt2303687"
nm0788884,Madhav Sharma,1939,\N,actor,"tt0166175,tt0137494,tt0056751,tt0069611"
nm0002004,Sarita Choudhury,1966,\N,"actress,producer","tt2980210,tt0452637,tt1951266,tt0120787"
nm0022161,Daniella Alonso,\N,\N,"actress,producer,director","tt0800069,tt0844479,tt3450650,tt0368530"
nm0233079,Ryan Donowho,1980,\N,"actor,producer,soundtrack","tt0475268,tt1407049,tt0373024,tt0412019"
nm1015516,Onahoua Rodriguez,\N,\N,"actress,producer","tt0412253,tt2077823,tt0286486,tt1600194"
nm0244707,André Dussollier,1946,\N,actor,"tt2316801,tt0344510,tt0362225,tt0211915"
nm0099378,Michel Boujenah,1952,\N,"actor,writer,director","tt0090206,tt0354855,tt0864684,tt5124082"
nm0320801,Roland Giraud,1942,\N,actor,"tt0082319,tt2261749,tt0089484,tt0090206"
nm1312318,Madeleine Besson,\N,\N,"actress,composer,soundtrack","tt0115650,tt0429052,tt1181924,tt0271337"
nm0752799,Randy Ryan,\N,\N,"actor,writer,producer","tt1152836,tt4385888,tt4907976,tt0808331"
nm0653714,Betty Ouyang,\N,\N,"actress,writer,director","tt0978759,tt7870566,tt5948596,tt1551615"
nm0057217,Malcolm Barrett,1980,\N,"actor,soundtrack,producer","tt1235547,tt5016504,tt2235108,tt5511582"
nm0452968,Stephen Kilcullen,\N,\N,"actor,writer,producer","tt10772038,tt7188014,tt1557689,tt1356982"
nm0001618,Joaquin Phoenix,1974,\N,"actor,producer,writer","tt1560747,tt0172495,tt0358273,tt1798709"
nm0000132,Claire Danes,1979,\N,"actress,producer,soundtrack","tt0117509,tt0108872,tt0274558,tt1796960"
nm0000576,Sean Penn,1960,\N,"actor,producer,director","tt0112818,tt0327056,tt1013753,tt0315733"
nm0378112,Douglas Henshall,1965,\N,"actor,producer","tt1235124,tt2396135,tt0808096,tt0112365"
nm0476212,Urara Kusanagi,\N,\N,actress,"tt0875129,tt0274193"
nm0038185,Marco Antonio Arzate,1928,2014,"actor,stunts","tt0063488,tt0060226,tt0208421,tt0208546"
nm0001830,Sophie Ward,1964,\N,"actress,soundtrack","tt1169809,tt0090357,tt1229822,tt0104181"
nm0617009,Sophia Myles,1980,\N,actress,"tt0462465,tt2109248,tt0375154,tt0320691"
nm0039697,George Asprey,1966,\N,actor,"tt0372532,tt8367814,tt0499097,tt0109836"
nm0255573,Michael Elphick,1946,2002,actor,"tt0080678,tt0087280,tt0094336,tt0085615"
nm0000173,Nicole Kidman,1967,\N,"actress,producer,soundtrack","tt0935075,tt0159365,tt0274558,tt0203009"
nm0079273,Paul Bettany,1971,\N,"actor,writer,producer",tt9140560
nm0000002,Lauren Bacall,1924,2014,"actress,soundtrack","tt0117057,tt0075213,tt0038355,tt0037382"
nm0027683,Harriet Andersson,1932,\N,"actress,soundtrack","tt0055499,tt0046345,tt0048641,tt0069467"
nm0032737,Carlos Aragón,\N,\N,"actor,producer","tt0139487,tt14176542,tt1723627,tt28810429"
nm0658760,Eduardo Palomo,1962,2003,"actor,producer","tt0212653,tt0098214,tt0222537,tt0102478"
nm0429079,Rebecca Jones,1957,2023,"actress,producer,writer","tt0109108,tt0208115,tt0214340,tt2820226"
nm0663238,Alejandro Parodi,1928,2011,actor,"tt0283019,tt0086019,tt0079480,tt0091261"
nm0317773,Guillermo Gil,1943,2008,actor,"tt0111198,tt0278293,tt0216504,tt0222537"
nm0870794,Sam Trammell,1969,\N,"actor,writer,producer","tt0844441,tt2582846,tt1796960,tt8690440"
nm0421421,Erik Jensen,1970,\N,"actor,director,writer","tt0790477,tt1520211,tt10327830,tt4158110"
nm0006721,Susan May Pratt,1974,\N,"actress,soundtrack","tt0147800,tt0470055,tt0164114,tt4178092"
nm0922927,Celia Weston,1951,\N,"actress,soundtrack","tt1013743,tt1197628,tt0120533,tt0286716"
nm0377888,Justin Henry,1971,\N,"actor,soundtrack","tt0079417,tt0088128,tt1217239,tt0087685"
nm0914396,Royale Watkins,1969,\N,"producer,writer,actor","tt7608248,tt0362404,tt0120179,tt0118277"
nm0091775,Jason Boggs,1973,\N,actor,"tt12620042,tt6004296,tt1637574,tt8045592"
nm0001841,George Wendt,1948,\N,"actor,soundtrack,director","tt0089155,tt0091223,tt0083399,tt0104291"
nm0002332,Stephen Lang,1952,\N,"actor,producer,writer","tt0499549,tt4160708,tt0091474,tt1630029"
nm0000380,Robert Duvall,1931,\N,"actor,producer,soundtrack","tt0068646,tt1872194,tt0118632,tt0086423"
nm0001099,Jeff Daniels,1955,\N,"actor,soundtrack,producer","tt0367089,tt0099052,tt0089853,tt0109686"
nm0008651,Donzaleigh Abernathy,1957,\N,"actress,location_management,casting_department","tt1928330,tt1520211,tt1632701,tt0161233"
nm0000159,Teri Hatcher,1964,\N,"actress,soundtrack,writer","tt0410975,tt0227538,tt0327597,tt0120347"
nm0004632,Andrea Powell,1965,\N,actress,"tt4229954,tt1731141,tt1673434,tt8634332"
nm0872354,Robert C. Treveiler,\N,\N,"actor,director,writer",tt5071412
nm0628482,Cody Newton,1987,2016,actor,"tt0268727,tt0120902,tt0236701,tt0240340"
nm0278897,Eva Fisher,\N,\N,"actress,producer,writer","tt0321021,tt0212671,tt0282551,tt1791528"
nm1107146,Blair Williamson,1979,\N,"actor,producer","tt0285403,tt0247082,tt3466094,tt0361217"
nm1338840,Job Falk,\N,\N,actor,tt0282551
nm0001653,Stephen Rea,1946,\N,"actor,writer,soundtrack","tt1496025,tt0104036,tt0110148,tt0434409"
nm0050337,Angeline Ball,1969,\N,"actress,miscellaneous,soundtrack","tt0283096,tt0101605,tt0120706,tt0319938"
nm0640560,Hugh O'Conor,1975,\N,"actor,writer,director","tt0115033,tt0241303,tt0097937,tt0108333"
nm0175846,Neilí Conroy,\N,\N,actress,"tt1625724,tt0109769,tt7903894,tt0118064"
nm0203371,Jim Davidson,1963,\N,"actor,director,producer","tt0231402,tt0221728,tt0044265,tt0112112"
nm0023008,Marnie Alton,\N,\N,actress,"tt0339135,tt0238552,tt0236348,tt0112111"
nm0839709,Sonny Surowiec,\N,\N,"stunts,actor","tt1712170,tt0330793,tt4154664,tt0267804"
nm0428439,John Simon Jones,\N,\N,"actor,art_department","tt0411008,tt0118864,tt0113964,tt0281811"
nm0320808,Bernard Giraudeau,1947,2010,"actor,director,writer","tt0117477,tt0093205,tt0343524,tt0099071"
nm0543547,Predrag 'Miki' Manojlovic,1950,\N,"actor,director,script_department","tt0104860,tt0114787,tt7791188,tt0808339"
nm0673824,Sergio Peris-Mencheta,1975,\N,"actor,director","tt5989218,tt1206885,tt9224104,tt1220634"
nm0873005,Marie Trintignant,1962,2003,"actress,writer,soundtrack","tt0103800,tt0229930,tt0096336,tt0377158"
nm0173711,Monica Comegna,\N,2023,actress,"tt0283249,tt0178132,tt0267572,tt0274874"
nm0862584,Alessandro Tiberi,1977,\N,"actor,miscellaneous","tt1020116,tt1859650,tt7905506,tt1980306"
nm0173320,Emiliano Coltorti,1974,\N,"actor,miscellaneous","tt1206585,tt0175142,tt0298130,tt0133240"
nm0535947,Angelo Maggi,1955,\N,"actor,miscellaneous","tt0441773,tt0085983,tt0109592,tt0204098"
nm0000117,Neve Campbell,1973,\N,"actress,producer,soundtrack","tt0120890,tt0117571,tt0134084,tt0120082"
nm0121605,Billy Burke,1966,\N,"actor,producer,writer","tt1325004,tt1486185,tt1099212,tt1502404"
nm0000998,Jake Busey,1971,\N,"actor,producer,music_department","tt0116365,tt0120201,tt4574334,tt7555294"
nm0694052,Charles Edwin Powell,\N,\N,"actor,director,producer","tt0099528,tt0114367,tt8964540,tt14563214"
nm0001439,Anthony LaPaglia,1959,\N,"actor,producer,writer","tt0259393,tt0108174,tt0112950,tt0321021"
nm0000655,Eric Stoltz,1961,\N,"actor,producer,director","tt0089560,tt0110912,tt0094006,tt0289879"
nm0270332,Caroleen Feeney,1962,\N,"actress,producer","tt2818654,tt0112844,tt8399288,tt0116225"
nm0001816,Robert Vaughn,1932,2016,"actor,director","tt0062765,tt0054047,tt0086393,tt0072308"
nm1366397,Abel Ayala,1988,\N,"actor,soundtrack","tt0818123,tt5820976,tt0283552,tt5680744"
nm0322741,Marina Glezer,1980,\N,"actress,director,writer","tt0283552,tt5329786,tt0318462,tt23645946"
nm1368692,Fernando Roa,\N,\N,actor,"tt0354864,tt0283552,tt2191822,tt1323553"
nm0785612,Roly Serrano,1955,\N,actor,"tt5820976,tt3312830,tt1085786,tt0283552"
nm0237200,Laura Drasbæk,1974,\N,actress,"tt1802183,tt1314241,tt0391143,tt0117407"
nm0173427,Mikael Colville-Andersen,1968,\N,"director,writer,script_department","tt0283329,tt0342272,tt0273689,tt1391449"
nm0049229,Janus Nabil Bakrawi,1974,\N,"actor,writer,location_management","tt0383164,tt1295041,tt0826760,tt0170407"
nm0396992,Anders Hove,1956,\N,actor,"tt0056758,tt1937390,tt0154421,tt0109302"
nm0001718,Kyra Sedgwick,1965,\N,"actress,producer,director","tt0458253,tt0114496,tt0361127,tt0117333"
nm0000662,Kiefer Sutherland,1966,\N,"actor,producer,miscellaneous","tt0790686,tt0183649,tt1527186,tt0285331"
nm0000330,Stockard Channing,1944,\N,"actress,soundtrack","tt0120791,tt0198021,tt0077631,tt0108149"
nm0787825,Chuck Shamata,1942,\N,"actor,writer,producer","tt0319262,tt1104806,tt1780798,tt0352248"
nm0254362,Alison Elliott,1970,\N,"actress,soundtrack","tt0120520,tt0111756,tt0117718,tt0443680"
nm0122238,Leo Burmester,1944,2007,"actor,soundtrack","tt0096754,tt0107808,tt0116905,tt0118971"
nm0809135,Lois Smith,1930,\N,actress,"tt3799694,tt0117998,tt0181689,tt4925292"
nm0005165,Chad Lowe,1968,\N,"actor,director,producer","tt0250797,tt1674771,tt0096635,tt0479275"
nm0779737,Rodney Scott,1978,\N,actor,"tt0224853,tt0220178,tt0212885,tt0247087"
nm0296534,Lindsay Frost,1962,\N,actress,"tt0233469,tt0298130,tt0106004,tt0094961"
nm0124208,Sophia Bush,1982,\N,"actress,producer,director","tt0441796,tt0455967,tt0455960,tt0368530"
nm0244631,Nate Dushku,\N,\N,"actor,producer,director","tt0218817,tt0265752,tt1389098,tt21253186"
nm0898317,Jacques Villeret,1951,2005,"actor,soundtrack,writer","tt0078171,tt0082701,tt0091089,tt0119038"
nm0244707,André Dussollier,1946,\N,actor,"tt2316801,tt0344510,tt0362225,tt0211915"
nm0508293,Thierry Lhermitte,1952,\N,"actor,writer,producer","tt0119432,tt0119038,tt0084555,tt2609222"
nm0536095,Benoît Magimel,1974,\N,actor,"tt0254686,tt0118100,tt13702796,tt0337103"
nm0000151,Morgan Freeman,1937,\N,"actor,producer,soundtrack","tt0114369,tt0468569,tt0405159,tt0097239"
nm0005048,Thomas Jane,1969,\N,"actor,producer,director","tt0884328,tt0118749,tt0120863,tt0149261"
nm0005134,Jason Lee,1970,\N,"actor,producer,soundtrack","tt0118842,tt0181875,tt0259711,tt0952640"
nm0507073,Damian Lewis,1971,\N,"actor,producer,soundtrack","tt1796960,tt0285531,tt7131622,tt0185906"
nm0036261,Jeannetta Arnette,\N,\N,"actress,soundtrack","tt0120824,tt0223897,tt0171804,tt0910936"
nm0085952,Rus Blackwell,\N,\N,"actor,producer,casting_director","tt1217613,tt5541338,tt0421715,tt2017109"
nm0114868,W. Earl Brown,1963,\N,"actor,writer,soundtrack","tt0129387,tt5016504,tt1355683,tt0348914"
nm0153779,Jeff Chase,1968,\N,"actor,stunts","tt0472399,tt6772804,tt5591666,tt1408101"
nm0917224,Egbert Jan Weeber,1981,\N,"actor,soundtrack,writer","tt2544766,tt0381190,tt1167675,tt0288861"
nm0314611,Tygo Gernandt,1974,\N,"actor,writer,director","tt0446460,tt3202306,tt1895315,tt1181791"
nm0771551,Angela Schijf,1979,\N,"actress,music_department","tt0288861,tt2359002,tt0096597,tt0920448"
nm0937019,Mads Wittermans,1977,\N,"actor,soundtrack","tt1674553,tt0495028,tt0140056,tt4179074"
nm1690236,Maisi Mayo,\N,\N,actress,"tt0420477,tt0285475"
nm0170336,C.C. Costigan,1972,\N,actress,"tt0101540,tt0120434,tt0223889,tt0278976"
nm1912100,Ryan Barreras,\N,\N,actor,"tt0325857,tt0285475"
nm1914803,Tiffany Mayes,\N,\N,actress,tt0285475
nm0004789,Amanda Bynes,1986,\N,"actress,soundtrack,writer","tt1282140,tt0454945,tt0427327,tt0286788"
nm0000147,Colin Firth,1960,\N,"actor,producer,soundtrack","tt2802144,tt1315981,tt0243155,tt1504320"
nm0000593,Kelly Preston,1962,2020,"actress,soundtrack","tt0185183,tt0405325,tt0116695,tt0312528"
nm1346859,Soleil McGhee,\N,\N,"actress,music_department,producer","tt5235192,tt2582734,tt0852863,tt0286788"
nm1379544,Michèle Caucheteux,\N,\N,actress,"tt10051000,tt0286244,tt10768876,tt2034710"
nm0232357,Jean-Claude Donda,\N,\N,actor,"tt4450930,tt0286244,tt0775489,tt1661075"
nm0732220,Michel Robin,1930,2020,actor,"tt0211915,tt0213933,tt0078080,tt0344510"
nm1356853,Monica Viegas,\N,\N,actress,tt0286244
nm0000450,Philip Seymour Hoffman,1967,2014,"actor,producer,soundtrack","tt0472062,tt1560747,tt0292963,tt0379725"
nm0000378,Minnie Driver,1970,\N,"actress,soundtrack,producer","tt5592146,tt0112679,tt0119217,tt0496343"
nm0000457,John Hurt,1940,2017,"actor,soundtrack","tt0087803,tt0077928,tt0078748,tt0080678"
nm0001999,Maury Chaykin,1949,2010,"actor,miscellaneous,assistant_director","tt0086567,tt0099348,tt0104952,tt0119715"
nm0004949,Troy Garity,1973,\N,"actor,producer,miscellaneous","tt2891574,tt3628584,tt1833285,tt0324013"
nm0284315,Alison Folland,1978,\N,"actress,director,writer","tt0114681,tt0368794,tt0949731,tt0119217"
nm0001642,Randy Quaid,1950,\N,"actor,soundtrack,producer","tt0070290,tt0116778,tt0116629,tt0097958"
nm0001136,Bruce Dern,1936,\N,"actor,producer,soundtrack","tt0071577,tt1821549,tt3460252,tt0096734"
nm0468659,Terra Vnesa,\N,\N,actress,"tt0494199,tt0809622,tt0288937,tt0111987"
nm0553243,Andrew Martin-Smith,\N,\N,"miscellaneous,production_manager,editor","tt21688772,tt6045004,tt10728282,tt10380976"
nm1007761,Stephanie Nikolaidis,\N,\N,actress,"tt0385905,tt0286708"
nm0337266,Sabrina Grdevich,\N,\N,"actress,soundtrack","tt4667888,tt10813940,tt5912064,tt0212720"
nm0000662,Kiefer Sutherland,1966,\N,"actor,producer,miscellaneous","tt0790686,tt0183649,tt1527186,tt0285331"
nm0000176,Nastassja Kinski,1961,\N,"actress,producer,soundtrack","tt0087884,tt0083722,tt0111400,tt0080009"
nm0035605,Alun Armstrong,1946,\N,"actor,soundtrack","tt0338526,tt0085811,tt0162661,tt0209163"
nm0374610,Thomas Heinze,1964,\N,"actor,producer","tt0103206,tt0094581,tt2112136,tt13710694"
nm1011271,Eishy Hayata,\N,\N,writer,"tt0289176,tt5690116"
nm0892769,Lucho Velasco,\N,\N,"actor,producer","tt8560918,tt1464507,tt3758172,tt3190448"
nm0795637,Juan Pablo Shuk,1965,\N,actor,"tt13024344,tt6970710,tt2707408,tt8652602"
nm0026955,John K. Anderson,\N,\N,"actor,writer,producer","tt0245843,tt1264098,tt0138873,tt0861357"
nm1004284,Wendy English,\N,\N,"producer,writer,miscellaneous","tt0287669,tt9646422,tt0790628,tt0424823"
nm1005813,Dixie Tucker,\N,\N,actress,tt0287669
nm1004590,Victoria Anne LeBlanc,\N,\N,actress,tt0287669
nm1005268,Joe Walker,\N,\N,actor,"tt10222712,tt15213572,tt1666822,tt8482258"
nm0312064,Anna Geislerová,1976,\N,"actress,soundtrack,miscellaneous","tt0288330,tt0145929,tt4190530,tt1808331"
nm0190691,György Cserhalmi,1948,\N,actor,"tt0261379,tt0373981,tt0288330,tt0091162"
nm0873396,Ivan Trojan,1964,\N,"actor,writer,soundtrack","tt2280344,tt0955352,tt1860359,tt2004423"
nm0010702,Jaroslava Adamová,1925,2012,"actress,soundtrack","tt0365054,tt1996693,tt0288330,tt0235722"
nm0000191,Ewan McGregor,1971,\N,"actor,producer,writer","tt0117951,tt1322269,tt0203009,tt2763304"
nm0842770,Tilda Swinton,1960,\N,"actress,producer,writer","tt0465538,tt1242460,tt1706620,tt1034415"
nm0611932,Peter Mullan,1959,\N,"actor,director,writer","tt0318411,tt0206634,tt1568911,tt1204340"
nm0607865,Emily Mortimer,1971,\N,"actress,writer,producer","tt0416320,tt0800241,tt0805564,tt5028340"
nm0005466,Julia Stiles,1981,\N,"actress,producer,director","tt0147800,tt0206275,tt1045658,tt0337697"
nm0000511,Shirley MacLaine,1934,\N,"actress,soundtrack,writer","tt0086425,tt0098384,tt0048750,tt0053604"
nm0005273,Alessandro Nivola,1972,\N,"actor,producer,soundtrack","tt6108178,tt0119094,tt1800241,tt8110232"
nm0001642,Randy Quaid,1950,\N,"actor,soundtrack,producer","tt0070290,tt0116778,tt0116629,tt0097958"
nm0000228,Kevin Spacey,1959,\N,"actor,producer,soundtrack","tt0114814,tt0169547,tt0114369,tt0119488"
nm0000701,Kate Winslet,1975,\N,"actress,producer,soundtrack","tt0338013,tt0120338,tt0959337,tt0114388"
nm0001473,Laura Linney,1964,\N,"actress,producer,miscellaneous","tt0362269,tt0203230,tt1515193,tt0775529"
nm0454598,Cleo King,1962,\N,"actress,soundtrack,director","tt0910936,tt0258470,tt1119646,tt0175880"
nm1028882,Vikram Dasu,\N,\N,actor,tt0292527
nm0066072,Purva Bedi,\N,\N,"actress,producer,miscellaneous","tt0397442,tt0203289,tt8354062,tt3263904"
nm0441209,Deep Katdare,1970,\N,"actor,producer","tt0203259,tt0480904,tt0203289,tt0380277"
nm0324842,Chayton Arvin,\N,\N,actor,"tt0242339,tt0285333,tt0292527,tt0395843"
nm0001586,Joanna Pacula,1957,\N,actress,"tt0120458,tt0108358,tt0095454,tt0085615"
nm0905935,Jack Wagner,1959,\N,"actor,soundtrack,producer","tt0086793,tt0103491,tt0056758,tt0092325"
nm0115026,Katrina Browne,1975,\N,actress,"tt0169516,tt0312189,tt0363771,tt0373587"
nm0236911,Glen Drake,1972,\N,actor,"tt0111999,tt0360717,tt0110005,tt0380510"
nm0452286,Janet Kidder,\N,\N,actress,"tt5171438,tt13236566,tt0144120,tt1954347"
nm0424035,Paul Johansson,1964,\N,"actor,director,writer","tt0368530,tt1300851,tt0251160,tt0480239"
nm0000594,Jason Priestley,1969,\N,"actor,producer,director","tt5722298,tt1558182,tt0098749,tt2334593"
nm0000475,Patsy Kensit,1968,\N,"actress,soundtrack,composer","tt0071577,tt0090585,tt0068069,tt0097733"
nm0470981,Thomas Kretschmann,1962,\N,actor,"tt0493464,tt0187738,tt0318627,tt0360717"
nm0000032,Charlton Heston,1923,2008,"actor,director,soundtrack","tt0063442,tt0049833,tt0052618,tt0067525"
nm0000719,F. Murray Abraham,1939,\N,"actor,soundtrack","tt0113819,tt2278388,tt0086879,tt0120844"
nm0374610,Thomas Heinze,1964,\N,"actor,producer","tt0103206,tt0094581,tt2112136,tt13710694"
nm0100115,Amadou Bourou,1951,2010,actor,"tt0439746,tt0169232,tt0290862,tt28465730"
nm1129591,Pousson Lionel Bado,\N,\N,actor,"tt22805466,tt0290862"
nm1130674,Mama Sylla,\N,\N,actress,tt0290862
nm1204452,Abdoulaye Alain Traoré,\N,\N,actor,tt0290862
nm0001664,James Remar,1953,\N,"actor,soundtrack",tt0420896
nm0289080,Jorja Fox,1968,\N,"actress,producer,soundtrack","tt0247082,tt11080108,tt0209144,tt0108757"
nm0435114,Ted Kairys,\N,\N,actor,"tt0250494,tt0124298,tt0100994,tt0118655"
nm0502671,Joshua Leonard,1975,\N,"actor,writer,director","tt7153766,tt1531930,tt1355630,tt0185937"
nm1031591,Johnny Navarro,\N,\N,actor,"tt2232056,tt0292496,tt0325707,tt4916682"
nm4095568,Lawrence Browning,\N,\N,"actor,miscellaneous","tt0291561,tt11005144"
nm0143167,Nicholas Cascone,1963,\N,actor,"tt0209958,tt0120338,tt0092605,tt0259288"
nm0178870,Alicia Coppola,1968,\N,"actress,producer,director","tt8305358,tt0057731,tt3787590,tt0465234"
nm0191044,Michael Cudlitz,1964,\N,"actor,art_department,director","tt1520211,tt1135985,tt0185906,tt0119229"
nm0663139,Julie-Marie Parmentier,1981,\N,actress,"tt1103253,tt0329088,tt4291590,tt0216578"
nm0725794,Stéphane Rideau,1976,\N,"actor,casting_department","tt0157044,tt0242795,tt0111019,tt0380773"
nm0560962,Carmen Maura,1945,\N,"actress,soundtrack","tt0441909,tt0255067,tt0095675,tt0101025"
nm0723865,Nathalie Richard,1963,\N,"actress,soundtrack,writer","tt1334260,tt0387898,tt0116650,tt10692788"
nm0246570,Enrique Diaz,1968,\N,"actor,director,writer","tt0293007,tt14763720,tt2528564,tt5906126"
nm0609944,Wagner Moura,1976,\N,"actor,producer,director","tt0861739,tt2707408,tt7825208,tt1555149"
nm0087794,Caio Blat,1980,\N,"actor,director,writer","tt3527550,tt1002459,tt1679538,tt0293007"
nm0890388,Luiz Carlos Vasconcelos,1954,\N,"actor,director,miscellaneous","tt0118674,tt0293007,tt0166707,tt7825208"
nm1238321,Zul Huzaimy,\N,\N,actor,"tt1515894,tt1728632,tt6447496,tt1482262"
nm0654110,Clive Owen,1964,\N,"actor,producer,soundtrack","tt0376541,tt0454848,tt0206634,tt0280707"
nm0001401,Angelina Jolie,1975,\N,"actress,producer,director","tt0944835,tt0824747,tt1587310,tt0172493"
nm0730070,Linus Roache,1964,\N,"actor,composer,soundtrack","tt0296572,tt0372784,tt2024469,tt6998518"
nm0001632,Teri Polo,1969,\N,actress,"tt0212338,tt0290002,tt0970866,tt0115571"
nm0050737,Edoardo Ballerini,\N,\N,"actor,producer,director","tt0141842,tt0229340,tt0979432,tt2980696"
nm0745232,John Rothman,1949,\N,"actor,writer,producer","tt0387514,tt4947608"
nm1045014,Blaire Chandler,1965,\N,actress,"tt0452046,tt6040674"
nm0634159,Philippe Noiret,1930,2006,"actor,soundtrack,miscellaneous","tt0065112,tt0082206,tt0095765,tt0110877"
nm0099677,Michel Bouquet,1925,2022,actor,"tt0268219,tt2150332,tt0364301,tt0064323"
nm0706776,Farida Rahouadj,\N,\N,"actress,soundtrack","tt0420555,tt22795090,tt4075386,tt6190050"
nm0383153,Catherine Hiegel,1946,\N,"actress,miscellaneous","tt0313313,tt1422177,tt0293672,tt0488792"
nm1591746,Ky Evans,\N,\N,"actor,producer","tt1415282,tt2057904,tt1059790,tt0402904"
nm0467983,Tamilla Koulieva,1967,\N,"actress,soundtrack","tt1000779,tt21438906,tt27468963,tt11935566"
nm0564898,Maria Maestas McCann,\N,\N,actress,"tt1299368,tt0364828,tt0247087,tt0118437"
nm0102379,Ken Boynton,\N,\N,"actor,soundtrack,director","tt0357718,tt0169386,tt0494232,tt0309654"
nm0655951,Brett Paesel,\N,\N,"actress,producer,soundtrack","tt3502262,tt0258100,tt0171825,tt0165997"
nm0695184,Debra Pralle,\N,\N,"actress,producer,director","tt9318658,tt1218511,tt0285301,tt2305051"
nm1047775,Mark Byrnes,\N,\N,actor,"tt0295182,tt4498718"
nm0075710,François Berléand,1952,\N,"actor,composer,editor","tt0372824,tt1129442,tt0388482,tt0293662"
nm0753737,Jérémie Renier,1981,\N,"actor,writer,director","tt0780536,tt1827512,tt2076176,tt0237534"
nm0445102,Claire Keim,1975,\N,"actress,soundtrack","tt0115650,tt0386139,tt0249538,tt0103442"
nm0736350,Isabelle Roelandt,\N,\N,actress,"tt0095773,tt0296618,tt0098923,tt0169505"
